Is_New,ID*,key,URL*,rel_url,requirement,conformance,update_verb,actor,certifiers_only,Sub-Requirement(s),conditionality,Conditionality Details,Verifiable?,Verifiability Details,Planning To Test?,Planning To Test Details,Page,Section,context,Verb Guess,Actor Guess,Section #,Grouping,Priority,Test Plan,Questions,Notes,In Test,Column1
,59,CONF-0059,https://hl7.org/fhir/us/core/STU8/general-requirements.html#fhir-restful-search-api-requirements,general-requirements.html#fhir-restful-search-api-requirements,When searching using the `date` type searchparameter [(how to search by date)](http://hl7.org/fhir/R4/search.html#date) The Client **SHALL** provide values precise to the day for elements of datatype `date`,SHALL,,Client,,,FALSE,,,,,,general-requirements,fhir-restful-search-api-requirements,General Requirements: Fhir Restful Search Api Requirements,SHALL,Client,,,,,,,,
,60,CONF-0060,https://hl7.org/fhir/us/core/STU8/general-requirements.html#fhir-restful-search-api-requirements,general-requirements.html#fhir-restful-search-api-requirements,When searching using the `date` type searchparameter [(how to search by date)](http://hl7.org/fhir/R4/search.html#date) The Client **SHALL** provide values precise … to the second + time offset for elements of datatype `dateTime`.,SHALL,,Client,,,FALSE,,,,,,general-requirements,fhir-restful-search-api-requirements,General Requirements: Fhir Restful Search Api Requirements,SHALL,Client,,,,,,,,
,61,CONF-0061,https://hl7.org/fhir/us/core/STU8/general-requirements.html#fhir-restful-search-api-requirements,general-requirements.html#fhir-restful-search-api-requirements,When searching using the `date` type searchparameter [(how to search by date)](http://hl7.org/fhir/R4/search.html#date) The Server **SHALL** support values precise to the day for elements of datatype `date`,SHALL,,Server,,,FALSE,,,,,,general-requirements,fhir-restful-search-api-requirements,General Requirements: Fhir Restful Search Api Requirements,SHALL,Server,,,,,,,y,
,62,CONF-0062,https://hl7.org/fhir/us/core/STU8/general-requirements.html#fhir-restful-search-api-requirements,general-requirements.html#fhir-restful-search-api-requirements,When searching using the `date` type searchparameter [(how to search by date)](http://hl7.org/fhir/R4/search.html#date) The Server **SHALL** support values precise … to the second + time offset for elements of `datatype` dateTime,SHALL,,Server,,,FALSE,,,,,,general-requirements,fhir-restful-search-api-requirements,General Requirements: Fhir Restful Search Api Requirements,SHALL,Server,,,,,,,y,
,63,CONF-0063,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,Servers are strongly encouraged to support a query for resources without requiring a status parameter.,SHOULD,*strongly encouraged* to **SHOULD**,Server,,,FALSE,,,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,,Server,,,,,,,,
,64,CONF-0064,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"If business requirements prohibit [querying a resource without a status parameter], they **SHALL** follow the guidelines here.",SHALL,,Server,,hl7.fhir.us.core_8.0.0@65-73,TRUE,"If business requirements prohibit [querying a resource without a status parameter], requirements 65-73 must be met.",,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHALL,,,,,,,,n,
,65,CONF-0065,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"For searches where the Client does not supply a status parameter, an implementation’s business rules may override the FHIR RESTful search expectations and require a status parameter to be provided",MAY,,Server,,,FALSE,,,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,MAY,Client,,,,,,,,
,66,CONF-0066,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"For searches where the Client does not supply a status parameter, … systems [that require a status parameter to be provided] are allowed to reject such requests as follows:

**SHALL** return an HTTP 400 status",SHALL,,Server,,,FALSE,,,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHALL,Client,,,,,,,y,
,67,CONF-0067,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"For searches where the Client does not supply a status parameter, … systems [that require a status parameter to be provided] are allowed to reject such requests as follows:

**SHALL** return an [OperationOutcome](http://hl7.org/fhir/R4/operationoutcome.html) specifying that status(es) must be present.",SHALL,,Server,,,FALSE,,,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHALL,Client,,,,,,,y,
,68,CONF-0068,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"For searches where the Client does not supply a status parameter, … systems [that require a status parameter to be provided] are allowed to reject such requests as follows:

**SHALL** support search with status if status required",SHALL,,Server,,,FALSE,,,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHALL,Client,,,,,,,y,
,69,CONF-0069,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"[For systems that require a status parameter to be provided, they] **SHALL** NOT restrict search results ( i.e., apply ‘hidden’ filters) when a Client includes status parameters in the query.",SHALL-NOT,,Server,,,FALSE,,,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHALL,Client,,,,,,,y,
,70,CONF-0070,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"[For systems that require a status parameter to be provided,] if a system doesn’t support a specific status code value that is queried, it **SHOULD** return an HTTP 200 status with a search bundle.",SHOULD,,Server,,,TRUE,If a system doesn’t support a specific status code value that is queried,,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHOULD,,,,,,,,,
,71,CONF-0071,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"[For systems that require a status parameter to be provided,] if a system doesn’t support a specific status code value that is queried [and returns a search bundle],... [t]he search bundle **SHOULD** contain resources matching the search criteria",SHOULD,,Server,,,TRUE,If a system doesn’t support a specific status code value that is queried [and returns a search bundle],,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHOULD,,,,,,,,,
,72,CONF-0072,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"[For systems that require a status parameter to be provided,] if a system doesn’t support a specific status code value that is queried [and returns a search bundle],... [t]he search bundle **SHOULD** contain ... an OperationOutcome warning the Client which status code value is not supported.",SHOULD,,Server,,,TRUE,If a system doesn’t support a specific status code value that is queried [and returns a search bundle],,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHOULD,Client,,,,,,,,
,73,CONF-0073,https://hl7.org/fhir/us/core/STU8/general-requirements.html#search-for-Servers-requiring-status,general-requirements.html#search-for-Servers-requiring-status,"For searches where the Client does not supply a status parameter, … systems [that require a status parameter to be provided] are allowed to reject such requests as follows:...

**SHALL** document this behavior in its CapabilityStatement for the “search-type” interaction in `CapabilityStatement.rest.resource.interaction.documentation.`",SHALL,,Server,,,FALSE,,,,,,general-requirements,search-for-Servers-requiring-status,General Requirements: Search For Servers Requiring Status,SHALL,Client,,,,,,,n,
,74,CONF-0074,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support-elements,must-support.html#must-support-elements,"When an element is Mandatory, the data is expected always to be present.",SHALL,is expected to **SHALL**,Server,,,FALSE,,,,,,must-support,must-support-elements,Must Support: Must Support Elements,,,,,,,,,y,
,75,CONF-0075,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support-elements,must-support.html#must-support-elements,"For querying and reading US Core Profiles, Must Support on any profile data element **SHALL** be interpreted as follows…:

US Core Responders **SHALL** be capable of populating all data elements as part of the query results specified by the [US Core Server Capability Statement](https://hl7.org/fhir/us/core/STU8/CapabilityStatement-us-core-Server.html).",SHALL,,Server,,,TRUE,,,,,,must-support,must-support-elements,Must Support: Must Support Elements,SHALL,Server,2.2.0.2,,,,,"For section 2.2, the text uses ""US Core Responders"" and ""US Core Requestors"". We are interpreting these as ""Server"" and ""Client"" respectively.",y,
,76,CONF-0076,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support-elements,must-support.html#must-support-elements,"For querying and reading US Core Profiles, Must Support on any profile data element **SHALL** be interpreted as follows…:

US Core Requestors **SHALL** be capable of processing resource instances containing the data elements without generating an error or causing the application to fail.",SHALL,,Client,,,FALSE,,,,,,must-support,must-support-elements,Must Support: Must Support Elements,SHALL,Client,2.2.0.2,,,,,,,
,77,CONF-0077,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support-elements,must-support.html#must-support-elements,"For querying and reading US Core Profiles, Must Support on any profile data element **SHALL** be interpreted as follows…:

US Core Requestors **SHOULD** be capable of displaying the data elements for human use or storing it for other purposes.",DEPRECATED,,Client,,,FALSE,,,,,,must-support,must-support-elements,Must Support: Must Support Elements,SHOULD,Client,,,,,,Removed in v8.0.0,,
,78,CONF-0078,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support-elements,must-support.html#must-support-elements,"For querying and reading US Core Profiles, Must Support on any profile data element **SHALL** be interpreted as follows…:

When information on a particular data element is not present, and the reason for absence is unknown, US Core Responders **SHALL NOT** include the data elements in the resource instance returned as part of the query results.",SHALL-NOT,,Server,,,TRUE,"When information on a particular data element is not present, and the reason for absence is unknown,",,,,,must-support,must-support-elements,Must Support: Must Support Elements,SHALL,Server,,,,,,,n,
